num_assets,tickers,acc
5,"['PDD', 'ALGN', 'SBUX', 'PCAR', 'TEAM']",0.44771920876275234
6,"['FAST', 'BIIB', 'XEL', 'COST', 'MRVL', 'META']",0.2834702351527692
6,"['MNST', 'GOOGL', 'SGEN', 'ALGN', 'CSX', 'FTNT']",0.21317994283281122
6,"['CMCSA', 'CRWD', 'ALGN', 'VRTX', 'CTAS', 'AAPL']",0.19091572625960435
6,"['FAST', 'MRVL', 'AAPL', 'BKNG', 'AZN', 'CSCO']",0.2418006423023525
6,"['MCHP', 'MAR', 'ODFL', 'GOOG', 'MNST', 'HON']",0.12829721074874065
6,"['WBD', 'ORLY', 'SBUX', 'MCHP', 'ISRG', 'ANSS']",0.22313080496680085
6,"['SGEN', 'GOOG', 'ZS', 'PANW', 'MRVL', 'ADSK']",0.15980622690948118
6,"['MCHP', 'MAR', 'SBUX', 'LULU', 'ROST', 'ABNB']",0.2140918477433846
6,"['PEP', 'ILMN', 'CRWD', 'JD', 'VRTX', 'LULU']",0.18698286238944636
6,"['DDOG', 'LCID', 'PDD', 'CHTR', 'HON', 'FTNT']",0.3746449215977276
6,"['MRNA', 'ABNB', 'NXPI', 'MSFT', 'GOOG', 'PEP']",0.15913755105880173
6,"['FTNT', 'AMGN', 'MRVL', 'CTAS', 'AAPL', 'NVDA']",0.1489777771107531
6,"['ABNB', 'QCOM', 'PCAR', 'ANSS', 'COST', 'TEAM']",0.17783877369191253
6,"['ZM', 'MRVL', 'CSCO', 'FAST', 'LCID', 'MELI']",0.20803756633115975
6,"['AMAT', 'MCHP', 'BIIB', 'CTSH', 'KLAC', 'NVDA']",0.03739281462828338
6,"['AMAT', 'WDAY', 'ALGN', 'PYPL', 'DDOG', 'MSFT']",0.11450414746899262
6,"['GOOGL', 'ADBE', 'ALGN', 'PCAR', 'ASML', 'CRWD']",0.1893661693227712
6,"['META', 'EXC', 'COST', 'PYPL', 'AEP', 'FAST']",0.3135494219268047
6,"['COST', 'CSCO', 'RIVN', 'CSX', 'KDP', 'NVDA']",0.3003761465116378
6,"['HON', 'CPRT', 'ZS', 'MCHP', 'ADP', 'ZM']",0.34120422302980535
