num_assets,max,min,mean,median
2,0.9999999977471724,0.9999907863472369,0.9999986179560133,0.9999989958733055
3,0.9999999644705421,0.9999943629989244,0.9999990945847791,0.9999993099666473
4,0.9999999884391133,0.9999936724386522,0.9999987734671684,0.9999989898217327
5,0.999999851307248,0.9999955694801215,0.9999990753748159,0.999999304104548
6,0.9999997676630504,0.9999920661579061,0.9999975611850037,0.9999977690674683
7,0.9999999321221614,0.9999970971313422,0.9999992429876876,0.9999993476323235
8,0.9999997766258448,0.9999958222634896,0.9999986497328242,0.9999987685569425
9,0.9999999001316768,0.9999964216763266,0.9999987287746772,0.999998837193069
