num_assets,original_cond,s_cond,optimized_cond
2,11.409367752461218,5.482927192811361,2.260744404529069
3,13.065162162463494,4.761305027355345,3.023567963665648
4,13.755031953943424,4.505249143301484,3.3547754539399426
5,14.211244060682452,4.466942026631276,3.6668396030162427
6,14.546541103255038,4.626867277986423,3.942971093800669
7,14.808925061065452,4.853800571235447,4.214610565988067
