num_assets,year,comb,original_cond,s_cond,optimized_cond
2,2012,0,201031.24076887412,11555.412891953725,74.68295541455984
2,2012,1,803.5756312584656,13.987577203987755,2.7499217333479016
2,2012,2,9217.810196558687,98.38292332334011,4.896025357212163
2,2012,3,1429.2266795713426,9.100909885715767,3.417286704238206
2,2012,4,15072.191931602683,31.078756657442742,6.205419266332393
2,2012,5,2392955.694912504,530257.2456252724,222.4150522165637
2,2012,6,5577.520183355246,62.47079570220876,9.641401424302222
2,2012,7,172363.46957829152,496.7638356315723,38.90191701283921
2,2012,8,8853.572876723107,341.72282445970995,9.349001593910868
2,2012,9,5873.6075816841885,122.40093601975443,6.936237004665575
2,2012,10,16622.65590598553,665.3258575988905,27.11693511013311
2,2012,11,3639.2923986542896,28.379740506247543,7.026923648051331
2,2012,12,1670.704385384764,269.91317914147857,5.408830044808715
2,2012,13,8095.425750597365,67.12536728292281,7.826313839736884
2,2012,14,1153.0768973454124,8.046946529883611,1.2077806088584542
2,2012,15,3262.21851773274,3.8828410997603338,1.5478295813150693
2,2012,16,1018.1489224783049,12.633802077431518,3.055189545239142
2,2012,17,14946.49984366774,58.355325175613906,6.8658929151386126
2,2012,18,93549.56602182626,547.8068605504186,29.15798362176213
2,2012,19,1017.7287247865773,19.232015733949936,2.5454737456095886
2,2012,20,2620527.432466822,848111.2879603251,406.7736086650056
2,2012,21,8095.425750599415,67.12536728292277,7.8247482902013
2,2012,22,4089.7503063938475,36.987630874725596,2.897205163354731
2,2012,23,6117.581636506042,22.65911209856532,5.120803320165629
2,2012,24,3072.76133806739,107.58085888681933,9.058711511889804
2,2012,25,1714.0188791144597,49.8814398009293,4.860973606729239
2,2012,26,1744.4883463416677,2.667356713289934,1.2497598396262664
2,2012,27,747.3596529025369,14.429267916574142,1.1854129938482554
2,2012,28,3710.0980656513284,87.95350160709052,7.053504280465553
2,2012,29,1049.9543929099752,36.22055094655424,1.7793186932757739
2,2012,30,2919.660501525666,2.2599368461163647,1.3432953414800688
2,2012,31,2479.3313760549286,10.144574558641162,3.5338294178237413
2,2012,32,1266.35126801966,6.773128940784733,1.3005450930063542
2,2012,33,2362.701316906346,8.421677272259178,3.1396585457108857
2,2012,34,2956.1597608567927,13.836510150032481,4.120651911642399
2,2012,35,1022.4383347527214,18.00719808214059,3.0668835801866154
2,2012,36,2558.3674770913226,4.27808544360417,1.9650949051921454
2,2012,37,3460.2325933830407,4.591879610166439,1.890619208010805
2,2012,38,1865.1108408500202,22.775550279800157,3.680327816434901
2,2012,39,44832.25336900206,1010.7614776346977,25.180702555955232
2,2012,40,3103.4455800094647,97.90809809637669,6.022961852399962
2,2012,41,12933.296358059159,190.24379626304943,20.42589468075464
2,2012,42,7836.723889565583,265.38673837799223,17.480280347287604
2,2012,43,4773.202031842304,32.57063704788601,8.182404840017549
2,2012,44,2899.728554457752,73.85994382565187,3.3374996521890115
2,2012,45,21455.9636455683,236.6062066258069,18.230674242583827
2,2012,46,1363.018443284002,14.285939259156892,3.123201895214452
2,2012,47,3009.2731527082906,2.4966225825551027,1.3670833377001994
2,2012,48,1200.2270465320023,24.96828037466105,3.6467552252490076
2,2012,49,2811.7105172890806,2.6313746073581727,1.0163141942632155
2,2012,50,2303792.370891693,24776.027534711797,166.32013794761502
2,2012,51,1950.5018324519,5.546499539414389,1.2743504411978182
2,2012,52,1090.6295670860748,40.32548164395949,3.9718493091338063
2,2012,53,1994.0320753269814,77.27790609064728,6.148629143929473
2,2012,54,135328.8194629693,1202.3141680692665,44.371559674408395
2,2012,55,3149.400402813752,23.171949248708657,3.963736681647458
2,2012,56,3785.928751952393,40.387884796727654,2.8835582176892327
2,2012,57,1187.123754029677,26.11207113724472,1.9066645466249683
2,2012,58,1834.4319775937406,61.8250278069462,6.073239967075942
2,2012,59,2883.4139974531686,31.48630231415659,2.8326394108762014
2,2012,60,463.1434502948758,17.599487960628657,2.6307519292345476
