num_assets,original_cond,s_cond,optimized_cond
2,3278.4318284341502,57.50929507090712,4.490050900309241
3,9695.613532064635,42.087626308864664,9.212933886593728
4,14451.828645137757,41.71644869581707,11.782530002031631
5,22378.56345040094,35.18580114452943,14.579257874529338
6,25412.937875941854,36.41560481683072,17.464090362929632
7,31264.04662247592,39.62386814333846,23.51611292079874
