num_assets,original_cond,s_cond,optimized_cond
2,11.285729902680563,5.928531001880967,2.3472396038754892
3,13.074352044937513,4.901450381226555,3.0537759156477247
4,13.72756273044933,4.520134064292924,3.385701013946772
5,14.240439406540869,4.509020490661096,3.6633088208375773
6,14.50969920317484,4.567908602627425,3.8659676752266416
7,14.733803007977633,4.875867801122006,4.197023270965786
