num_assets,year,comb,original_cond,s_cond,optimized_cond
2,2012,0,2514.7336451578603,63.92077178816534,7.490626330039581
2,2012,1,1051.2039268221642,13.217692608290479,2.873622137053514
2,2012,2,1548.6998720595834,4.68173829066007,1.3819529846642502
2,2012,3,1949.75883205762,51.20360482205553,6.868222546295365
2,2012,4,2865.151233220693,106.62168720548793,4.795286153748618
2,2012,5,1314580.891799613,60440.523696144715,89.38286966949052
2,2012,6,1935.1316572852486,28.90571346147083,4.685492462609561
2,2012,7,1404.3021059417704,8.61845518339497,1.7467486664987881
2,2012,8,3333.5184865213655,21.283735293392507,2.7572979388711727
2,2012,9,2151.430743912457,10.118705304367937,3.072038132522297
3,2012,0,8105.088806705605,22.1023276510195,7.736458690715358
3,2012,1,3098.0148614058626,24.360735207275326,5.3388201604571055
3,2012,2,8603.77532956108,16.899851776433195,8.579987889389077
3,2012,3,6034.495598086982,15.570717880598384,5.236944727644689
3,2012,4,11995.845807381234,8.783329580208518,3.9995825141884516
3,2012,5,5042.114027504991,14.318493685175836,4.951100541864166
3,2012,6,11154.696857307421,53.214373154052495,14.693353686731975
3,2012,7,8646.742448983412,19.788719257349882,7.684294266866993
3,2012,8,13160.244163115634,4.331685683570849,3.9945105007369466
3,2012,9,2322.1656692453907,34.99203079372627,6.116073361371957
4,2012,0,32147.813991900643,36.96052876719977,15.496739463987229
4,2012,1,11088.082527815539,25.685417707855972,9.254125475974595
4,2012,2,9802.383592267908,11.84187623215208,7.741455800492523
4,2012,3,32384.898615962255,13.499949976321046,11.611119551998437
4,2012,4,8649.297447503739,25.94312040641749,8.013397182364589
4,2012,5,16172.3756997904,9.954579590930273,8.11270108666574
4,2012,6,15724.455609260127,9.817817642706727,7.152715706586947
4,2012,7,22545.186818078204,20.437117739961437,13.681975791333993
4,2012,8,7974.599255817798,17.63539707320735,7.171926901958588
4,2012,9,13123.53228218574,39.057624203588276,18.623957558850616
5,2012,0,20092.7200030522,9.836098459373106,6.990868413718637
5,2012,1,14336.043179392525,23.686603692247928,14.85289789477222
5,2012,2,21681.19104351721,34.3881809761977,15.800937657684756
5,2012,3,42984.852499708875,19.935004128921154,15.476813993427845
5,2012,4,20287.984045139754,61.214883172740734,21.032785210659778
5,2012,5,41936.50254228832,21.308990627812282,12.472736314308891
5,2012,6,42126.82953307399,20.227250252185833,16.794929920347748
5,2012,7,55011.36059918581,53.555223436976746,47.424061390218846
5,2012,8,12260.531092283578,38.60255546945365,14.47724255657811
5,2012,9,26613.858109291406,17.08578504603972,14.820254430711048
6,2012,0,40506.98334065581,21.993196003829063,11.96707014953264
6,2012,1,20915.22762002017,17.524581364300044,14.494759176085276
6,2012,2,12745.93497909256,28.81630810433839,14.553941463332606
6,2012,3,27566.624263054717,44.47842292037498,26.3333726881878
6,2012,4,28598.13251227199,30.920431264588462,25.92484912974932
6,2012,5,40142.88673167786,41.43787821337112,18.950246488839703
6,2012,6,23008.41550821787,41.129194267908694,17.30170918257444
6,2012,7,49093.13593377627,49.4504258882286,21.894681395728917
6,2012,8,25874.769689949284,33.81022039647757,17.71858421030897
6,2012,9,68830.0639175969,29.19729664321497,18.595056734255017
7,2012,0,56825.36121787804,45.57649323826223,29.291420322518793
7,2012,1,21732.42944382781,18.38821675124972,16.413034803222406
7,2012,2,33411.61297578945,20.71823696813656,16.235833402379697
7,2012,3,18661.177840486507,16.451411454590616,14.259601115180667
7,2012,4,32448.99438656163,17.00395260442803,13.602294640359672
7,2012,5,41613.597441999926,30.145734192428637,28.527159424200626
7,2012,6,15903.727425532239,12.952174713889246,9.252780026656446
7,2012,7,26083.759802053093,23.022750454291582,20.012547059673583
7,2012,8,38509.57054425658,22.43605224384073,16.98515303831851
7,2012,9,32574.011977344562,29.43238943672654,26.357439125388698
2,2013,0,2324.3906664021647,2049.9011443083355,9.899170771858447
2,2013,1,1911.407847126719,18.346523521266143,3.5917202005714977
2,2013,2,2529.76705740565,9.98596380031373,4.385902018198423
2,2013,3,1465.7257460334943,81.55431737574185,5.921933858820919
2,2013,4,5474.543399702974,961.19368934987,16.74853735971938
2,2013,5,834279.2019931448,17316.78013638612,231.15694810322265
2,2013,6,340569.5028097126,7568.488286967976,113.99910431746932
2,2013,7,511.0327807284666,18.912670686539684,2.3566802532257354
2,2013,8,8140.078505605733,21.010917142367628,4.934658789598779
2,2013,9,5667.2715560263105,144.289686176671,15.494030811256907
3,2013,0,24612.67911068826,550.4956484416094,43.012372724177574
3,2013,1,18573.61820053031,47.106620958615885,16.894519872142034
3,2013,2,13630.289540113923,12.973340184940032,7.389931562178592
3,2013,3,11393.117962610411,37.49841547836498,14.2794139451116
3,2013,4,17433.267380823592,39.5255710711511,12.51829342649582
3,2013,5,9662.842707794323,51.10040557382977,14.400925913751163
3,2013,6,9807.879961309935,26.99774587488281,7.815165976698355
3,2013,7,7429.459804112949,44.36760147194358,10.186579305595242
3,2013,8,25610.331868828416,75.02318332044436,24.5538369731176
3,2013,9,8976.583397070244,116.22537173197946,15.639336648053135
4,2013,0,12087.136146153001,37.67904290485749,10.190810641371495
4,2013,1,23593.608049468592,18.93001779124331,13.9461285350784
4,2013,2,16320.883630297541,20.90307395392433,9.6864799150651
4,2013,3,28068.071646937038,41.68805633247935,15.838366806146324
4,2013,4,14436.773011722624,14.401906438782305,7.195676711454689
4,2013,5,16033.27223885538,23.0033447777804,10.351332390895752
4,2013,6,15586.835213313421,11.36213383352636,6.351333246478803
4,2013,7,11468.834387344394,100.1890129642125,20.999399066726728
4,2013,8,17908.885295155018,27.895368918912435,9.612338361784868
4,2013,9,17435.935222975208,23.73006782065863,9.370127231840717
5,2013,0,20422.476076002135,27.47468794143717,12.107767944660024
5,2013,1,16805.236360077564,48.719631225163816,14.75245468730974
5,2013,2,17026.465558930817,31.574460670938215,16.49877772351885
5,2013,3,37842.34294227502,38.46538733243063,17.01984570729306
5,2013,4,16291.736159952257,12.748620777345476,7.068698576159611
5,2013,5,10992.973405760387,48.8895188836581,12.981218742261213
5,2013,6,21828.192772378603,21.939019255944682,10.523989205171633
5,2013,7,25814.10433778437,22.329336720970563,14.180983867869575
5,2013,8,29955.358182287782,40.747003092408924,32.3270503128796
5,2013,9,19505.408763870862,16.090059860065715,10.64304273674717
6,2013,0,42384.530268949544,42.29843542845247,18.39841242516962
6,2013,1,37422.32097267787,24.834454349323458,16.499735509676004
6,2013,2,32381.29542125966,20.77950569192975,12.171510161565546
6,2013,3,43396.88332571877,29.164853270088525,12.9305849813743
6,2013,4,34031.766786847846,33.68363935527471,21.779374231227155
6,2013,5,29224.40895122963,19.27154631163831,11.653480101457323
