num_assets,original_cond,s_cond,optimized_cond
2,2719.956290767228,44.722446074957595,4.792386965563811
3,8570.491116877944,27.120371341109777,8.131761845507702
4,13825.384215876575,22.70989519999751,10.230292248130553
5,18967.528180018227,22.114826622704427,12.700730765456274
6,23930.138117614326,24.7073311814724,15.379866696270215
7,28703.221797532664,28.916089807858565,18.56625027127479
