num_assets,original_cond,s_cond,optimized_cond
2,11.678790180499314,5.845723248665018,2.1667317998010525
3,13.243116478678626,5.395324240608219,3.2036606600743878
4,13.818964433545675,5.38254444193474,3.5585774498011746
5,14.449829807753776,5.13692145696037,3.865845379162253
6,14.633275548094907,5.186484901562221,4.126319595159968
7,14.932216903387419,5.308297820112539,4.555577705515037
