num_assets,original_cond,s_cond,optimized_cond
2,2496.5669886430005,60.90678306042187,5.088497058212241
3,8625.258889272245,29.887086946163727,8.30382428564467
4,13564.636157364694,22.945416101500136,10.451955729370386
5,19355.277970121362,22.769338771376603,12.669685614966397
6,23326.774347472856,23.717969532448755,14.580493798534398
7,27246.872255944414,29.36178559398191,18.341290818036462
