num_tickers,tickers,optimized_depth,optimized_gate_count,optimized_num_qubit,original_depth,original_gate_count,original_num_qubit
2,"['RIVN', 'ABNB']",2162611,1130793,17,17301439,9044445,20
2,"['ODFL', 'SGEN']",1107296215,578814897,26,35433480171,18522047909,31
2,"['NFLX', 'MNST']",540587,282821,15,34602947,18088481,21
2,"['PEP', 'AAPL']",135075,70769,13,34602947,18088481,21
2,"['SBUX', 'BKNG']",17301439,9044445,20,1107296215,578814897,26
2,"['CTSH', 'MU']",2162611,1130793,17,138411979,72352437,23
2,"['AVGO', 'CHTR']",270247,141465,14,34602947,18088481,21
2,"['DLTR', 'ADI']",8650683,4522397,19,276824015,144704261,24
2,"['GOOG', 'FTNT']",1081263,565493,16,69205959,36176489,22
2,"['ISRG', 'MSFT']",8650683,4522397,19,553648083,289407833,25
2,"['NVDA', 'AMZN']",34602947,18088481,21,553648083,289407833,25
2,"['DDOG', 'AMGN']",540587,282821,15,17301439,9044445,20
2,"['GOOGL', 'DLTR']",270247,141465,14,34602947,18088481,21
2,"['MDLZ', 'ENPH']",540587,282821,15,34602947,18088481,21
2,"['KLAC', 'NFLX']",1081263,565493,16,34602947,18088481,21
2,"['AMZN', 'MU']",34602947,18088481,21,553648083,289407833,25
2,"['TSLA', 'AMD']",4325303,2261345,18,69205959,36176489,22
2,"['MDLZ', 'SGEN']",1081263,565493,16,138411979,72352437,23
2,"['WBA', 'ZS']",1081263,565493,16,34602947,18088481,21
2,"['VRTX', 'VRSK']",135075,70769,13,34602947,18088481,21
2,"['LULU', 'GILD']",540587,282821,15,69205959,36176489,22
2,"['AAPL', 'PDD']",1081263,565493,16,17301439,9044445,20
2,"['PYPL', 'TXN']",270247,141465,14,17301439,9044445,20
2,"['MRVL', 'ENPH']",540587,282821,15,8650683,4522397,19
2,"['WBD', 'ATVI']",135075,70769,13,17301439,9044445,20
2,"['ADP', 'WBD']",270247,141465,14,17301439,9044445,20
2,"['ALGN', 'SGEN']",270247,141465,14,17301439,9044445,20
2,"['XEL', 'NVDA']",270247,141465,14,17301439,9044445,20
2,"['MDLZ', 'WBD']",270247,141465,14,17301439,9044445,20
2,"['SIRI', 'FAST']",270247,141465,14,69205959,36176489,22
2,"['CTAS', 'CSGP']",17301439,9044445,20,1107296215,578814897,26
2,"['AEP', 'INTC']",67487,35405,12,17301439,9044445,20
2,"['CSX', 'TMUS']",135075,70769,13,34602947,18088481,21
2,"['AMGN', 'ABNB']",270247,141465,14,17301439,9044445,20
2,"['QCOM', 'ZM']",1081263,565493,16,34602947,18088481,21
2,"['EBAY', 'BKNG']",540587,282821,15,69205959,36176489,22
2,"['QCOM', 'FTNT']",1081263,565493,16,69205959,36176489,22
2,"['PDD', 'CHTR']",1081263,565493,16,8650683,4522397,19
2,"['QCOM', 'ADBE']",138411979,72352437,23,4429184991,2315256941,28
2,"['MDLZ', 'ABNB']",270247,141465,14,34602947,18088481,21
2,"['ADSK', 'WBD']",1081263,565493,16,34602947,18088481,21
2,"['MCHP', 'MDLZ']",1081263,565493,16,138411979,72352437,23
2,"['ADSK', 'REGN']",270247,141465,14,34602947,18088481,21
2,"['BIIB', 'CSGP']",4325303,2261345,18,138411979,72352437,23
2,"['ENPH', 'ABNB']",540587,282821,15,8650683,4522397,19
