data2,data3,data4,data5,data6
7.36990421,12.81821665,14.95891828,29.24693594,13.54631842
13.05958356,27.53982296,29.2852074,18.23969349,10.96717047
8.31588987,10.98000569,20.61921591,19.98778023,15.31939944
6.65345087,15.78048541,24.81585947,14.54063161,9.3723662
25.32044961,7.30766115,24.43196028,28.71201694,11.4598662
16.32465713,25.88947101,20.17985017,16.66018634,6.90963999
18.09351261,35.84005042,23.5915292,28.86218174,14.40263949
10.16011274,14.19465271,29.62015756,19.56200866,20.10038461
8.50980304,15.32366882,28.18037408,12.55139434,15.83307122
11.57547332,48.63373108,29.94578939,17.63896512,18.93328835
17.53244015,17.75510335,15.08069432,16.10537284,21.85113658
28.31176737,12.08312459,21.95487236,22.51658283,7.75247275
35.40962454,43.33293611,11.24208728,18.24343318,16.60215129
6.87887535,20.87638211,23.4374352,39.97249421,13.10741936
29.03993968,36.52215733,15.97755349,21.09178819,12.81290834
13.66311399,24.07075637,45.47701983,10.29844086,12.91102056
25.21797434,27.70580397,11.47646012,10.57224907,8.80131647
14.04895849,8.29112162,15.41317319,21.52291123,15.94271215
24.82247381,34.71833395,17.72932156,16.15767037,12.798916
7.7223588,14.22838025,13.73635882,17.2542418,12.90960222
9.39141583,20.21178956,29.09318999,13.86432807,20.79047928
11.54253522,13.77289874,15.10766182,19.81557177,14.1257533
27.14499007,12.9158633,18.2805885,10.87107948,17.42855547
24.33591378,17.7629547,21.38675792,25.80870145,11.97211572
13.02658712,32.23211294,24.87399541,25.36457646,20.47715501
9.23623922,27.60580111,11.06586894,33.11851108,21.48297654
15.34075491,23.87415108,10.33538991,7.29245969,16.47409938
49.46514383,20.4514816,18.13044541,18.07454997,12.98993462
17.43932682,16.167821,27.8966734,31.54423711,11.8419754
14.17437175,24.54656804,21.35058912,17.33856963,14.3221534
11.01913175,15.49531852,22.33253276,23.60253282,15.44688264
12.09929008,15.58037247,33.67259398,29.0322096,12.95344945
17.71390328,21.57072279,13.06115866,12.53969772,16.27570707
7.04174687,16.93211285,20.70428444,20.6191002,11.01383456
41.3931505,11.39719451,18.07156348,31.38804677,15.53238344
7.04807589,30.13137401,50.9183942,17.73564875,10.46548793
34.88933131,17.02828146,9.54353705,16.83760491,15.88918681
7.71884313,6.90303858,21.5749886,11.51057734,15.83985393
13.32504255,11.70211111,14.22569293,18.81062839,4.80526218
18.75956923,12.63054945,23.36451618,13.96146759,9.43010435
13.24215557,21.01556422,35.65058599,13.58646365,11.30842565
24.83589396,16.61098646,19.97911571,9.551337,13.15021287
18.20991755,8.19572275,12.89684374,17.77484859,19.47471821
18.84245377,34.89291032,42.63199902,42.01595559,10.06697092
18.00299055,27.1959192,16.73077102,20.40638554,15.02660789
20.24259856,7.65741778,15.07953683,30.8124733,18.15073609
15.77302104,11.2519808,22.9390512,16.42915292,20.46905465
25.11987965,31.59675811,34.81484773,9.71049696,17.1367193
16.54539059,9.64137862,12.31187512,10.66551292,12.64481217
8.56084425,18.33540886,11.23016283,13.90554864,9.75746221
6.83147344,12.70310379,24.76341952,23.28723835,8.80208711
23.58143633,21.65793319,11.90565048,20.32328899,20.33086587
18.82476777,16.06212658,12.31667914,17.82157349,12.96035676
21.80548068,14.06261944,30.56910489,23.01796755,28.99512897
18.01025996,23.8970751,29.25477249,25.4243928,10.84835018
10.34763908,14.67628258,34.92785434,27.67676645,5.15757461
7.25174329,35.2094555,9.52103397,18.91722471,17.03654559
17.72440097,8.69668629,26.08266596,30.37561926,13.56449977
12.6622837,21.5112768,25.26189459,23.56663484,11.27931313
8.6225891,19.39949221,32.21151223,22.67173746,13.10137299
18.86128279,11.82174259,31.95904564,21.34062562,9.72339504
35.09022569,31.22071202,14.62715344,10.12501489,24.00077654
6.66934399,45.72972806,10.53647718,14.71903961,13.16828207
11.59488273,24.05259298,35.52495788,16.99656353,6.98947147
7.00595643,28.52206182,18.99192078,21.39060965,9.99579346
9.67734273,27.18113701,19.05135284,9.30588818,10.83696661
17.96348283,21.27960387,18.06446107,18.54782251,16.68237723
32.84509264,17.4933701,12.56669035,16.27196218,20.14221908
11.27710481,16.5675409,35.5063168,20.76083333,32.3116776
17.21295469,24.8300636,31.89040057,15.31677902,6.43181594
7.36535411,12.75782675,29.96265494,9.20819423,10.41165637
7.67617542,26.77316749,41.21417881,15.94747745,14.3339848
21.4203404,16.37056579,33.82146144,17.08975064,17.41356303
47.05237983,24.23723722,23.95153161,14.0470655,18.57932501
24.1987987,30.26841041,13.89469127,19.20763834,12.03026603
25.38360576,10.12999707,35.7376707,34.8109571,10.2296484
14.29684938,20.48658122,15.72663266,26.63319915,12.09521653
14.58216472,16.25624011,28.98150551,9.23526161,18.65600704
43.31519889,15.99931389,20.47589836,26.00184033,7.9257504
14.27227204,29.4085729,39.9327975,16.79819589,16.26237895
11.33368275,13.01656718,22.1746132,12.22817747,6.9844911
24.91275809,32.20031364,10.55625935,28.27911491,17.27902773
9.21204193,45.48259116,24.9472682,20.27984578,9.72858948
9.04162382,43.00433783,18.68149343,9.62526755,14.29381342
10.65214263,10.96208947,19.11475526,12.84330824,18.84868163
13.24782244,7.59678655,32.02817715,18.80262131,16.91288797
18.78218762,21.78860398,13.27208381,12.39424562,22.13089392
11.24004277,47.95065948,22.56134217,13.80852551,4.97248777
15.48565364,16.27169462,32.87488749,19.3180034,10.24113394
12.44203669,6.18397841,16.74217864,6.70225924,13.29746928
7.36509883,8.02670259,46.55569586,26.57351442,20.74778113
25.23652093,12.44107645,23.80907359,16.0979144,10.76232194
7.97325426,25.29482131,15.70192983,10.53507484,18.18190057
10.69860586,30.85326344,23.7244507,15.23142775,14.59244292
11.5756599,8.1911338,25.26246108,23.99966499,13.87805623
12.16909899,8.43873112,28.01994354,23.7823461,14.71209526
11.25701687,15.33716579,10.764289,24.09077364,18.67742227
6.33949471,7.95673934,30.56486627,17.31202442,20.49091256
43.62107433,21.5588724,16.77477286,19.01590792,20.59383222
13.86838299,9.79136281,17.63105451,12.08219446,8.72023301
13.19577085,27.64035688,17.61596338,5.68689541,19.38061265
19.80597353,22.76514032,26.75817795,18.23045264,23.62118225
10.63549832,43.96252134,13.8533777,28.81553495,7.77282245
8.51326093,10.7566563,23.96706703,26.89317677,15.72783196
12.62893072,11.25619307,10.38182873,33.76622075,18.50726449
27.63978824,14.94642451,22.88920417,13.51485895,10.61335654
15.61326222,27.50764502,12.27797921,18.87916767,10.67317808
19.76868019,8.79004787,16.19691867,28.65868212,11.30356965
35.15022592,25.03186646,13.78360184,29.58215262,10.93000479
41.20801406,26.84474745,18.56046993,11.76967588,22.07647003
9.24606673,25.86809214,24.91511108,15.459112,7.62600756
23.32319604,41.63919591,25.3973248,18.12143851,11.24711694
27.16545597,31.84259245,8.97214318,16.07590833,11.83059757
24.08551332,24.81555837,10.84124653,11.42712642,17.61319199
11.08663357,26.1196449,12.71519084,15.521412,15.72181974
16.34299364,10.77136437,17.99320038,30.37537729,11.53529728
39.86624076,24.61403681,41.53655181,26.77375074,17.56659785
7.46457752,14.0451506,11.79541911,6.729739,16.76320809
19.51856996,15.94019609,18.22905885,11.54105048,12.96142523
10.77703711,51.50364513,26.92159486,17.46819964,9.59526892
16.80318539,19.70363642,13.78789818,13.50547239,17.68740486
21.06577026,24.48318923,16.2233078,6.47180577,10.04632447
8.19367497,13.16376295,17.00689117,17.34047723,18.24891608
19.09189347,17.48733173,15.33309486,24.27971884,15.44576408
20.68764989,25.50252135,30.44978202,12.45474227,18.30087058
15.1849166,16.67864458,16.03040747,11.87841243,12.33411413
41.13279326,17.95709225,24.26913937,14.49091871,15.24576148
9.3993861,10.54299143,21.27155668,24.67844639,13.30499015
24.51536057,12.36290079,25.1180032,18.39652487,6.92312761
14.99486046,35.32389305,24.00015539,19.84118659,15.26831244
48.60919411,9.39093014,16.21568724,10.34659438,14.28368945
19.46531763,16.78713794,19.06101775,23.6246426,20.3686647
41.06764978,37.70791738,30.19150495,15.09275837,13.21224508
14.438893,24.88965875,16.48149003,15.17599039,13.32095456
33.94876536,28.73664008,10.63045191,6.42904188,24.16608306
17.60023826,9.95243757,9.77225283,9.44777932,13.80979647
14.43621293,17.79328037,11.11935758,26.45537015,10.17332991
10.98880905,17.64981791,37.24960189,16.32819867,8.28992183
10.58773119,7.58041766,19.75229413,16.48629528,15.86410333
12.72945797,17.64624319,15.21368132,30.04959487,27.16420646
21.19980253,27.07486535,19.05698023,20.40827009,31.00979637
8.90308397,6.72173847,22.67102186,11.95697374,10.81500431
24.98471074,11.70806844,22.79731447,10.02450617,13.25704428
13.6341891,19.30606371,36.78079881,12.53914284,11.60649564
15.95687669,25.63573661,15.85812955,10.28890632,13.6103669
24.39597485,45.92868053,37.47149517,21.77600605,16.21720985
43.59534446,17.22067497,13.36378579,21.90730311,15.32305493
8.65489905,26.98343815,11.91713286,8.47939389,13.60863475
26.65064204,17.9061448,29.95407751,24.85928339,21.25067104
14.26919675,25.21560556,14.00820937,12.25421929,10.73990729
21.38660036,14.02270097,31.40231892,13.18793105,20.81580431
9.11516963,32.54326966,12.50645745,10.97480495,20.12999968
28.93572456,9.61578769,12.00730906,17.50828352,10.4572161
19.22381414,16.64053083,23.46124708,21.36826404,8.96524224
8.3455691,8.49758882,11.9644311,19.59851752,7.22571241
16.87961929,8.16802666,34.48531508,28.61005515,10.68334722
6.78926085,10.58776855,29.63662786,16.45346538,16.68153822
9.74242473,39.96072161,12.50966768,25.15605553,11.04101062
13.63909083,28.9776812,10.02411313,15.59556431,13.37022752
12.15257857,37.17418022,10.6985415,16.41802377,17.62207602
8.94154284,25.87566731,14.99571248,14.51432505,8.72072078
35.50847216,23.76435837,29.37026635,13.77296248,14.02082691
8.59224401,12.10655677,29.9048274,30.8996468,19.36411574
7.01926332,23.17221991,28.22543799,26.59905893,12.14058657
43.48028225,27.86728877,35.94159696,31.0486869,12.50138142
17.89749567,28.00173848,22.70952782,21.23497898,11.69135656
20.55107143,17.91405529,25.82597431,26.77682594,8.79230454
8.60787547,34.27275098,13.02110567,40.33764446,9.17400422
11.16468479,24.11622158,31.6407753,20.73400063,12.63075172
7.67937688,24.67323024,21.28586442,17.00206432,16.25545824
9.62516337,6.35049669,25.14302972,18.57982263,19.64787445
16.53852165,16.46157002,19.51659513,11.86041032,7.34693935
8.46557959,13.5667256,25.97007046,20.95967632,12.51936093
18.50547168,13.30446347,21.839985,19.10978239,5.47046325
22.77912396,10.3684099,10.2224628,17.93612861,15.53838317
10.98835145,21.48173646,32.14893366,24.09941158,12.44584909
23.98034984,34.65402265,19.92474342,28.9453322,14.74827785
34.9118351,24.86890022,17.28245378,16.16032367,7.03573981
7.92650268,28.80722956,23.06189393,10.3243597,13.61539911
45.19359129,26.47530576,13.04211778,11.24543127,6.33974457
10.90862784,31.62207242,11.25981371,12.5571383,13.18920097
9.76550177,21.03214229,17.58399017,22.78129157,5.5893079
27.61744848,17.27342839,25.3684157,14.15214167,14.07051471
13.23377353,12.87666976,20.11412558,20.03053734,13.73589367
15.65640685,27.39909611,24.29677512,29.39323942,19.44622049
12.14440012,24.74055824,11.61283654,22.54123576,10.64404096
21.16312618,25.09215115,21.28881559,9.24370489,12.72517386
14.48356241,8.15131071,35.89048471,22.05074502,10.59818121
18.56664794,6.88164561,20.17899872,9.72703231,20.82198713
9.68863759,23.31848001,19.26017833,22.65873252,16.1917526
16.28490507,35.32726383,13.78669571,21.1340035,14.66862419
9.00536872,13.04942067,30.601718,14.46217591,15.95773969
21.23271375,18.11114168,10.55874446,10.05361581,5.92369011
10.81848442,7.58229129,11.97055152,32.47686879,13.09973906
16.70602819,33.74853542,23.3737299,19.80045679,18.57279253
9.15378891,20.25318617,21.23275289,14.03720626,12.7307949
21.62652775,44.53293063,27.45436143,9.06307095,11.62418113
8.68778645,5.88072705,29.19613614,15.95779543,20.02694335
7.55578777,8.88563993,12.45939393,10.06655811,15.83654591
29.94728401,27.17409913,30.42868745,8.19400253,10.15296224
20.51315001,9.2846526,19.74689064,15.84400999,12.25267761
10.24740699,25.50447108,20.80477702,30.98325977,14.0018665
6.60353666,41.6022089,13.00347218,19.47572279,20.64550568
17.54612169,44.04296892,19.140671,20.34958757,19.72459231
9.78382202,24.24981774,26.71085002,14.24378009,6.73866462
12.73708716,43.97215281,17.40495088,19.98198095,20.12512195
15.156298,16.51700416,19.27683837,6.96640272,24.45922184
8.1857497,21.72311835,17.27966586,14.54809869,21.96592079
12.16195516,7.1683773,28.59215084,10.3557515,27.53088146
18.31664747,27.01898105,20.57526583,16.61903887,18.86231654
8.00226575,29.2770606,29.81745442,19.19101595,8.8157247
13.17604912,7.21919724,23.2550261,15.90643407,16.5884479
9.87036302,26.64851309,16.76528497,13.73287148,22.3305933
8.88066999,17.72621114,16.32286886,25.33430192,11.25929266
34.41525976,8.41621203,20.03756631,14.64834265,12.40873976
7.92489616,17.48299683,24.95620535,25.10049185,13.53814114
9.10150083,24.75620273,18.3222704,15.59643306,15.85086325
12.94552542,26.68758463,17.76347868,27.45000562,20.09084952
24.12653643,35.04077993,20.1330205,18.12401506,12.46021899
23.70120607,24.6104689,22.84237059,16.68086998,24.14569804
7.86582246,26.19451849,10.35200761,21.06821878,14.02552211
10.91262697,11.2018577,15.28565247,27.68192073,13.70473904
46.4987377,12.35053423,11.81310702,17.12692831,22.21452513
27.25690803,43.51047375,11.3147532,18.45279842,16.0380158
43.76077532,21.4779115,14.78586503,7.62336214,16.88508961
21.43449512,24.33971458,21.97717176,17.50743132,14.64500268
9.67187132,24.54781069,18.73046308,17.37732662,12.66480613
20.17054365,26.45487958,16.20356841,21.08359532,23.36845629
19.22590293,43.85216354,17.32564138,21.32547214,9.50237214
6.4402833,13.99085157,20.32412804,21.79979869,14.19124402
16.69399908,14.47733008,19.85731616,11.08156839,14.8747333
41.41584207,7.70645099,11.23779883,11.07706639,11.52471292
48.41435425,12.44804721,22.46322611,20.43366579,18.32685064
7.43887582,12.76789883,31.6296519,17.20820226,9.41797097
6.80308055,12.68739882,23.26432704,8.53018772,8.13612457
12.97165854,18.8218207,14.15528567,17.20681755,13.34339384
13.4722373,13.25721625,8.87780045,11.01226344,25.95387317
20.47769278,21.03462315,39.19581068,14.32307259,16.5720275
46.88769429,11.11519457,10.91538083,21.41407277,19.80954511
13.29486257,20.96862985,22.70705317,8.54026639,16.21049983
7.80784253,34.13378685,16.81815662,29.25118895,10.04007702
12.4638446,24.89192147,17.52274461,18.83554198,16.08903699
28.40323035,39.16084636,18.26800679,7.68025121,12.89623277
9.50786704,17.11596116,16.53766429,26.29272177,19.06210156
21.07905728,12.94010154,25.61750937,33.72925535,10.60042956
8.13704936,41.86932384,17.23955543,25.29159127,13.36813912
6.84977634,16.10114275,17.02831854,14.68563327,5.64148736
27.71017549,5.35352346,21.41678504,4.55421045,16.85805881
13.51716054,9.24883333,13.93438048,30.32074405,19.24352033
9.65659496,44.19118943,16.68195059,24.36898776,10.76997049
13.57560902,21.32915887,20.28724598,14.10353694,20.93878949
44.5012231,12.896582,20.83730121,17.96527131,20.30658642
12.99830562,38.8322316,28.6906902,16.87871446,15.60509489
16.35074387,8.13498828,15.76258244,14.22302326,27.68992972
24.66454426,28.88350745,21.26132067,17.31744551,10.79133011
17.23712659,11.82955714,30.14171745,18.71074325,11.92997183
11.87250861,10.16193894,16.07443639,15.62240477,10.97320179
7.58268596,13.08547527,34.20945738,10.88443736,14.72634996
8.07375859,13.55323634,14.8042549,31.75857912,13.33235144
20.56186078,26.23083582,14.69597029,17.26179558,12.30060451
14.12883296,12.12191809,17.81825599,19.48467492,9.61352392
8.20326996,21.59408348,14.29032846,27.48870108,9.0315571
9.53202696,7.84983234,19.84502004,18.76296526,24.24609969
10.23080059,10.59349482,16.62826334,9.49785189,24.38904021
22.16469402,52.34724466,18.35714924,17.076932,15.10749532
17.12835262,8.7632589,16.40964728,24.1907631,17.11374074
13.60383421,48.90355631,26.21346407,10.45398278,9.51352396
14.39805024,5.72943212,26.59351887,29.2781903,7.83671845
7.58578402,29.19798923,18.45179501,15.51120513,17.52256842
14.30264639,24.47703291,21.00313656,25.51951477,11.09057806
24.86119241,41.82079027,15.29417005,27.45980151,16.8835859
7.63444935,10.31982977,16.22172122,20.48234099,14.40503917
24.49647285,24.24302934,20.18750796,14.88157016,15.13677556
19.83256981,28.43583103,21.71405389,6.22517425,13.95397071
11.22888374,25.4191122,17.03703544,8.0942063,8.80268347
8.95924045,13.31103886,10.57150773,29.77028817,15.35167861
9.57399797,46.97027489,14.17210645,18.33594439,13.22163266
9.72990347,13.00960918,21.26770951,15.59540562,11.38268961
6.65394999,23.77032793,20.43526241,29.08649983,13.48571392
17.69008775,14.43934048,22.80904305,12.85077183,8.77894192
7.3001896,46.14489825,20.06197216,20.53228112,9.322916
8.78170825,22.22365606,31.01484976,16.29186847,13.56581731
25.57562178,25.07142157,16.47109867,12.76308583,20.39990817
25.02618503,13.99067704,11.3104873,35.60949056,17.13387487
12.72223434,43.53571396,13.68394924,10.94005739,5.63136233
14.28608553,13.73885813,22.19388857,28.54795889,10.87013463
45.21186395,44.5720997,35.50051593,29.89684197,9.68085495
16.4813938,19.281196,12.63042883,16.42192919,17.3938864
15.60850184,38.03413866,17.50877859,25.59675305,6.9875768
14.59320741,7.22160023,34.40632551,25.4183853,11.4631968
14.330221,18.56320227,29.10408731,16.32223161,9.54112937
23.92013619,14.49743377,17.36593162,21.83308328,19.94324703
13.51698162,12.45759915,35.80733305,16.44809962,10.03295661
17.13312835,19.16755332,17.6429046,30.16946361,13.27431134
17.57750733,27.34416125,19.46968014,16.85414412,9.72493115
13.84713599,9.13926237,16.19587634,13.19628948,15.83816045
25.63360207,17.82189894,29.65072984,19.4000632,10.44897341
12.74561232,22.29727652,15.12431711,11.57727956,14.98308712
13.95833147,41.37291386,29.57316445,13.31352289,18.41171814
12.74312842,25.47388834,17.80306237,25.64717014,9.93449299
16.23601715,12.07056339,12.90216058,30.31369911,21.13464552
13.58288225,30.40737818,25.33773147,16.30529195,10.19984616
14.01940098,8.54969244,24.35983159,19.68895621,8.15291891
15.51310976,13.4814337,27.81704036,25.8393681,14.98223036
18.32883917,20.60611099,24.41128593,22.63169685,18.36333308
8.14926762,18.43750522,30.06457232,15.60944414,19.62974749
12.26719391,8.73530518,12.30567666,23.56730243,12.32731705
40.51319992,20.61252023,25.159122,24.35740516,11.00536683
11.53857115,16.00563859,14.05216104,11.45166595,10.97433164
10.67384793,36.30678798,28.4743452,13.75291302,12.26848815
21.96805021,8.57791983,23.8260846,17.81032663,27.53817919
12.55612896,12.25564878,23.55780122,31.58664413,9.9876202
6.85832007,24.62992431,17.67177057,20.26780716,7.24939777
13.27443192,50.54148332,17.09780843,14.55585711,13.2195893
18.10532617,23.96425039,15.59542649,20.47384857,9.3370766
8.09269293,13.57466906,16.89308239,33.87447506,16.77597952
10.35521925,12.27555009,29.87253885,28.92097108,10.21518021
23.6935768,26.0271578,26.49589467,32.53329397,15.1354619
6.52505936,21.41864798,31.83937824,6.55058436,11.59773688
23.57885792,10.11602918,16.77624219,25.58562045,18.41324231
16.42423691,7.68636527,22.63157424,16.66926686,9.85779903
41.67066675,25.11527447,9.50441277,17.94772262,10.74961089
21.73728125,20.47764178,20.52309146,11.01447481,20.07148927
12.48994384,8.11155,13.93355434,24.57562179,11.89437009
25.5239132,34.71348953,13.75264193,10.06980606,18.73436904
14.92397593,48.37971316,17.05946489,31.27065101,20.00592618
7.12770248,11.70292391,23.90273642,27.29376804,14.07141755
35.17315623,23.60895349,11.35532621,16.80671181,12.27302911
17.33019801,13.53113358,25.22447365,12.64407677,14.3062067
12.63349176,24.51439523,13.22573314,13.08352694,13.41643831
7.38338489,43.45560273,36.6412615,20.3165732,9.94969918
12.7538691,22.85658414,20.73981995,10.71783409,16.81173925
18.7783442,13.27813905,20.52139217,20.79540057,14.86083031
15.57694444,12.63409459,32.0300882,9.6368387,22.01332874
10.17464491,14.55474636,27.26470235,15.34679726,14.37470643
8.55192923,20.26189713,28.82627195,16.55877334,19.82604414
21.43528034,28.52249288,11.79919798,19.2322491,13.01422377
8.43070707,10.89105046,35.69989044,28.70401204,11.24334877
12.13023177,24.16783902,30.43009062,14.64741639,10.94662596
23.69496199,10.75790083,15.50059138,33.37196423,16.77357243
30.31391122,27.69991832,42.745498,15.73765813,4.57442807
20.48250293,15.52634575,25.9773422,15.58139131,22.07978136
14.61606904,18.51729971,20.48570544,10.05149965,20.19929797
18.14265028,27.48613106,27.36988173,19.60314224,8.92935675
11.49211336,16.66182467,20.41650745,25.58205288,19.52300331
12.15964605,8.14471599,15.33717361,13.2191114,10.33715979
61.93408789,24.49247917,18.15936672,22.15122129,10.48895944
24.47240925,16.19199447,25.30242167,11.47069223,19.60908147
7.81547474,17.04619349,15.03225105,13.01056203,18.74871543
24.85409089,15.76196238,22.54856275,24.39603044,9.39875639
19.77079134,10.88706742,25.03323063,18.54754137,10.40448241
9.2896959,38.44661987,48.43563502,7.33983022,16.26374038
21.72490867,13.11037194,25.98834159,12.93567418,13.71366222
20.48106827,9.43508221,28.37477197,24.73627005,14.8763831
10.54312918,17.09623738,12.9901673,16.69809113,16.76544424
13.13033851,17.32067074,22.35952907,8.89580439,22.64255446
30.70001662,13.6193182,22.92462293,24.38914188,17.53776005
30.84512733,21.79074038,23.7511835,21.50399631,15.13373342
14.42471151,12.64311744,24.85578252,10.67698792,22.12259646
24.91703462,10.83105604,22.57234013,11.93564164,17.09385326
21.5327989,12.380205,19.37439862,10.70431799,14.0086709
12.9427102,13.76845579,13.69300598,7.50537606,20.1547732
35.25810404,28.74909512,27.34834024,22.0762006,13.34627571
20.63191953,22.72554905,35.35459599,27.78469782,5.48177961
24.9116172,25.91812529,14.17047731,20.50387987,14.5599324
20.47776645,18.37901295,19.70842346,21.94261052,16.92879992
16.49959932,18.07763068,21.13948601,9.19081845,9.63315794
8.71038238,16.20585935,20.37103613,20.32933256,7.4780755
16.06111173,21.64052242,19.60060068,15.3387821,9.56513424
11.44029886,31.1860851,47.60255424,7.96125842,23.97609244
35.25331539,11.99647101,22.62767217,17.31921512,12.09511312
17.62313062,15.30162529,26.09538668,20.84925583,19.12103281
23.3901279,16.10433069,20.80620127,16.07212549,14.4786928
7.80445845,6.8249985,26.81819984,8.62528466,13.32275075
45.58824326,14.01198762,13.42241752,30.52418783,11.36125513
37.30376859,15.31084065,18.63374285,15.40470268,10.80587379
11.84280408,15.96114992,21.55898376,31.98866499,18.03599931
11.8392978,29.59486711,15.12236004,25.20738465,21.02249969
13.38556667,28.22483877,36.07957297,20.07407775,15.92652423
13.62037959,7.79675677,36.18755884,19.93060525,11.12378679
8.28062695,16.51297702,13.34919514,19.87961245,15.84106091
14.37719317,13.44006469,10.87279772,24.17100192,14.69333163
11.433123,25.09736906,30.01980495,23.83308648,12.01119764
7.33501973,32.29643752,19.65322429,15.20356367,14.43507002
11.20994891,14.5567947,19.69555756,15.86149101,12.16887971
10.75642627,28.35103658,9.87556495,26.48699288,13.3058146
8.59925239,18.20789377,26.22589943,17.68488148,21.03279371
26.57786657,12.93865539,27.87627758,13.9419262,9.25683038
10.97191224,19.64947193,24.92567239,17.72247974,15.73358649
12.26345233,17.97340856,24.07169698,10.8806024,11.70189318
27.61014723,19.77406072,21.12359301,11.81458465,12.37232284
21.1906634,36.6417083,26.27583942,14.82933052,14.56834826
23.42954,17.0068488,11.53508673,11.81588998,8.50893237
11.64885,11.4334237,28.10459657,14.48391807,19.25126067
21.66477903,23.74610503,21.19178538,14.10488741,17.93949512
8.42067937,18.68342563,27.80989812,20.3866982,13.687208
19.43569161,20.6404543,50.53684834,12.5897145,12.62340229
23.68103915,21.05375374,21.21767248,7.96574679,13.00206877
10.07406046,34.77374947,22.08929615,23.05226595,7.57044838
22.30310449,19.07163038,24.13143915,28.65609869,15.09245365
22.22022317,14.03027453,17.9749449,9.94469457,18.15816233
12.74202558,17.2520408,27.00792169,13.72792704,16.3723748
12.00415581,43.60254265,18.69563674,9.97903863,18.75433757
34.93052597,26.96086724,18.44070667,26.51418787,7.74044241
36.25159405,17.69971526,16.17884228,11.00444693,11.58780942
14.09635293,13.41195593,18.89672226,5.9517375,12.47322007
8.19019928,28.61711825,33.32586623,5.83476934,14.11569385
22.91290475,27.04018343,22.89831513,19.26413834,10.43468459
12.61738942,21.88488157,13.78315411,20.0197738,15.25340423
7.54407444,10.88131772,23.83440459,8.03425143,9.22068617
29.32098588,17.60563344,43.11275651,18.20661423,11.09532994
6.77369921,21.89342091,41.35138495,12.88047867,15.81918803
14.91389199,12.70293737,13.16881525,22.67193964,18.56415278
14.71814281,8.46351377,11.46852161,5.52325147,20.06299964
13.39805845,20.30414479,29.86936683,28.38800193,20.79257917
19.37561417,25.18218569,14.9973798,14.89157977,15.30371472
24.16762968,19.84670538,21.03828741,19.44739243,23.14110185
7.8602648,21.20665875,18.57284565,12.74795067,15.14268227
28.83966153,7.74627896,30.14703749,16.81889196,20.41561951
11.36675319,14.06946263,24.74747399,12.13356674,10.90522061
26.54070687,41.62849031,16.98142844,15.95971239,7.28591871
43.29117694,11.37344796,40.88223548,7.27062306,12.23277426
8.73965542,32.66324578,9.86370922,7.43813001,10.17403307
7.22591705,10.83750998,21.21864489,30.77321319,7.1812314
10.42370209,17.51306518,25.03423202,16.89676335,19.96929157
11.69402302,20.41855699,21.42057598,18.16919083,6.46584592
6.40007754,35.11975609,22.86016707,11.73063004,15.3461324
6.46412772,10.03455694,21.96897005,30.68876919,11.62777087
12.79102308,27.86511312,10.8092249,25.07468067,11.682293
13.0690198,27.69993691,10.73435029,25.21690596,13.19953977
16.14967201,29.02418048,12.61389575,15.62745745,5.85729504
8.12218681,27.30621485,14.50156625,25.20474981,11.08291718
28.04171172,11.97499758,18.08131514,21.55042409,14.10955495
12.18896196,27.8617233,19.86461892,15.77849778,18.91342131
33.67915359,7.71154239,20.79768497,11.47441453,9.54076189
13.96493508,14.94151373,42.33936892,14.54950087,9.92528231
26.47674036,17.46290002,18.10957645,20.62874713,14.61805705
43.49357023,22.77181432,34.94956229,13.60683588,13.19323139
28.69637137,8.94556775,26.37140441,21.46316099,16.07471108
29.72949411,7.67726484,30.4442626,17.25604867,14.07557092
13.05798832,10.19452147,19.49838572,16.79126944,15.81412752
16.91545255,13.89408688,13.94794195,15.82390946,8.60206767
35.14820042,12.29521781,10.24126653,16.39803451,12.50804329
12.87988624,10.85044419,12.86673143,25.96492622,21.5836424
19.69782732,16.91634513,39.79331268,18.42804174,13.11847305
27.94469809,12.79270796,13.21310067,9.56020682,15.77319393
8.28460752,36.29845861,19.85948035,12.7574392,13.51227068
9.86486783,26.48284786,22.82989151,16.59430181,13.04094376
24.60262068,22.25510151,25.20127,11.48006104,11.38684011
16.07136229,51.25772922,21.09470038,8.3998523,8.10170498
16.78968713,10.97213319,13.32704704,10.05851136,23.59155072
16.40960026,26.33070442,14.48374685,5.59294526,21.909835
18.01407284,7.50073718,13.23780863,13.17260239,13.20012934
7.55515207,14.36855574,29.96845616,23.72569957,15.76129385
15.68211557,27.28311195,20.10108627,11.82064623,7.52483247
22.15673172,17.54510254,19.77238654,28.97135864,12.80608424
7.14724504,25.04704097,11.571685,23.1047329,23.43195068
10.02277013,17.018113,19.7163325,12.62220087,13.63012788
35.56511992,10.86571665,27.52440422,9.41029724,13.72483592
11.92306162,7.16394456,35.46928551,13.24336397,12.75815086
17.11537056,14.48406919,12.7815009,9.77047388,25.40763899
20.93768338,26.33210386,10.85845196,25.72751779,12.42336596
10.77088304,24.46404836,35.71340236,14.88955872,8.60484402
10.88503152,17.45038928,17.71115551,9.95852448,9.10686396
43.48734384,7.24281334,15.3125526,6.83160249,21.90645276
24.29361003,16.34406676,12.02238188,9.75409609,15.83416211
12.89348552,24.9547501,30.44407953,10.59625352,17.21942203
