num_assets,my_acc,my_qubits,my_cnot,my_dep,qiskit_acc,qiskit_qubits,qiskit_cnot,qiskit_dep
2,0.9999983550872481,14.0,141465.0,270247.0,0.23868549789292562,7.0,1181.0,2203.0
