num_assets,my_acc,my_qubits,my_cnot,my_dep,qiskit_acc,qiskit_qubits,qiskit_cnot,qiskit_dep
2,0.6903776170293308,12.4,61033.6,116487.0,0.3084890464872999,7.0,1181.0,2203.0
3,0.6699419131638628,12.35,59265.4,113107.6,0.3809436899302082,7.0,1181.0,2203.0
4,0.7643579484738536,12.6,86654.6,165486.2,0.33411877820858055,7.0,1181.0,2203.0
5,0.6936179437969179,12.3,48664.4,92832.2,0.2993826999017861,7.0,1181.0,2203.0
6,0.6767482028628409,12.65,65458.2,124936.0,0.22061065656421128,7.0,1181.0,2203.0
