num_tickers,tickers,or_acc,op_acc
2,"['ATVI', 'MNST']",0.00021792572416150935,0.7984684902075971
2,"['CHTR', 'XEL']",0.011432520267089054,0.9885165772808288
2,"['ATVI', 'VRTX']",0.0004428756606698428,0.9851704917849063
2,"['AEP', 'CSCO']",0.0021129150012049536,0.9999999368109556
2,"['DXCM', 'ISRG']",0.0009050895076378445,0.9963136845722765
2,"['ODFL', 'MAR']",0.0002258824636229698,0.9740002593906608
2,"['SGEN', 'DLTR']",0.0010274359832094103,0.9999677212108894
2,"['JD', 'FAST']",0.0034470403335056478,0.8200951645313042
2,"['ADI', 'GOOG']",0.003676735611965008,0.9998574951050979
2,"['PDD', 'PYPL']",0.21728348216689153,0.9608933736679566
3,"['PANW', 'MCHP', 'EBAY']",0.0011027863096795632,0.9439126126637138
3,"['QCOM', 'ORLY', 'NVDA']",0.012387362884702676,0.9992946196287454
3,"['WBA', 'SBUX', 'GOOG']",0.001388680380163944,0.9998207651953205
3,"['ANSS', 'PCAR', 'MAR']",0.0053927348045625795,0.9943315425364304
3,"['CMCSA', 'BIIB', 'PEP']",0.0038354151617898745,0.9999601622197797
3,"['FAST', 'DXCM', 'PYPL']",0.015314174042738112,0.9936281453467296
3,"['CRWD', 'CHTR', 'MRVL']",0.001095565584610327,0.28845861900846526
3,"['VRSK', 'MAR', 'PAYX']",0.0003196266416297073,0.9965208744843744
3,"['SNPS', 'SBUX', 'MRNA']",0.00012682028066675585,0.9566667170742387
3,"['AEP', 'PAYX', 'PANW']",0.0008099844669509192,0.9936992955677054
4,"['ISRG', 'CDNS', 'PANW', 'TXN']",0.0003554675062146878,0.9932040634245323
4,"['LCID', 'PEP', 'AMD', 'ADI']",0.04681695735844034,0.8001867329015578
4,"['LCID', 'ASML', 'AAPL', 'CSCO']",0.043319278273713686,0.9852386847461402
4,"['ADP', 'COST', 'AVGO', 'ADBE']",0.0019174629334122125,0.9936720947292401
4,"['TMUS', 'BIIB', 'ORLY', 'KLAC']",0.0009301318444656429,0.9986567631257807
4,"['EXC', 'MAR', 'BKNG', 'TSLA']",0.024210811021697646,0.9957934203143516
4,"['CTSH', 'AMZN', 'MNST', 'ILMN']",0.005711878705516273,0.8693615845396022
4,"['CMCSA', 'GOOGL', 'ROST', 'CDNS']",0.0037156856755166455,0.9658410757119125
4,"['CMCSA', 'PEP', 'INTU', 'BIIB']",0.004755414029464653,0.9999946288048402
4,"['CHTR', 'TMUS', 'XEL', 'DDOG']",0.01357384542785261,0.9845349424057434
5,"['FAST', 'LCID', 'CTAS', 'KHC', 'ADP']",0.032851952004986744,0.9936000711488425
5,"['ZM', 'AEP', 'GILD', 'ODFL', 'KHC']",0.013880555902408753,0.9990863175408604
5,"['MU', 'PANW', 'JD', 'LCID', 'ALGN']",0.05214299745156392,0.9767327464409358
5,"['EBAY', 'COST', 'BKNG', 'ZS', 'MRNA']",0.004727026088635754,0.9355852486187358
5,"['PANW', 'LRCX', 'PCAR', 'HON', 'TMUS']",0.004579621827762716,0.9714973577414157
5,"['CSX', 'NVDA', 'CSGP', 'FANG', 'CTSH']",0.009692836142667234,0.9949892318849978
5,"['GOOGL', 'BIIB', 'SNPS', 'LCID', 'ADBE']",0.04068046317373552,0.9989019690144221
5,"['PCAR', 'MU', 'ALGN', 'WBA', 'AMZN']",0.012509848809584804,0.8801786596749787
5,"['INTU', 'MELI', 'ABNB', 'ZS', 'XEL']",0.006845098664864697,0.7454949822593123
5,"['IDXX', 'PYPL', 'PCAR', 'MRNA', 'GOOG']",0.012284262657316006,0.9530048582012818
6,"['AVGO', 'MAR', 'SNPS', 'CMCSA', 'HON', 'AEP']",0.0013259527218241727,0.9998004632777578
6,"['CPRT', 'MDLZ', 'ILMN', 'MAR', 'WDAY', 'SIRI']",0.0029563404766382306,0.9818661193985478
6,"['ZM', 'WBD', 'DLTR', 'CSCO', 'AZN', 'MSFT']",0.01495510976463902,0.9951539461359488
6,"['META', 'REGN', 'TMUS', 'EBAY', 'ENPH', 'KLAC']",0.027113840574446577,0.999256469784744
6,"['KDP', 'CTAS', 'ABNB', 'MNST', 'MRNA', 'CSGP']",0.0029793614390645888,0.8917145815260382
6,"['CTSH', 'COST', 'CMCSA', 'TXN', 'GILD', 'DLTR']",0.0035370115122562522,0.9950352793975742
6,"['AEP', 'LRCX', 'AMAT', 'ALGN', 'NVDA', 'MRVL']",0.010504155888790256,0.9996559123648663
6,"['BIIB', 'KLAC', 'TXN', 'MSFT', 'ZM', 'ODFL']",0.00923959973466475,0.9999370029544388
6,"['WBD', 'NXPI', 'NVDA', 'IDXX', 'LCID', 'SIRI']",0.029624079095402506,0.999589275963745
6,"['DXCM', 'EA', 'NFLX', 'FANG', 'AMGN', 'ATVI']",0.00458053270776108,0.9518625907362327
