num_tickers,tickers,or_acc,op_acc
2,"['AZN', 'ASML']",0.0009053421228885105,0.9912116264757451
2,"['TXN', 'PAYX']",4.349626413693929e-05,0.962470578951712
2,"['MNST', 'MELI']",0.0005046864808745702,0.8631630788937643
2,"['CHTR', 'AVGO']",0.000999246501492281,0.9955614754990335
2,"['KLAC', 'MRVL']",0.001372258379485651,0.9997641424207305
2,"['BIIB', 'CSGP']",0.0003252217202979379,0.40626341244271663
2,"['CRWD', 'ILMN']",0.00012893241890781006,0.4717338339584029
2,"['CDNS', 'VRTX']",0.0007267401006401584,0.9939678299039949
2,"['JD', 'PCAR']",0.00018648614087074706,0.6953880865639087
2,"['CRWD', 'FANG']",0.0016681960341556046,0.9453999794853095
3,"['MAR', 'CDNS', 'PAYX']",0.00010256637354782675,0.9829753413081607
3,"['PCAR', 'CRWD', 'AEP']",0.0009210287324676575,0.9637505172051991
3,"['WBD', 'MCHP', 'ODFL']",0.0013201177797301886,0.8182089725086186
3,"['ADI', 'CSGP', 'AMAT']",0.0006527372183533705,0.9968770582627758
3,"['CTSH', 'QCOM', 'HON']",0.0008608776992107343,0.9993002466673057
3,"['TMUS', 'ABNB', 'AMAT']",0.0013218451131958632,0.9986196189169134
3,"['ZS', 'AMAT', 'PAYX']",0.0008950367125809341,0.7606933500178577
3,"['ADSK', 'ASML', 'AMD']",0.0007286051533299304,0.9750223482851983
3,"['AZN', 'CSCO', 'AMD']",0.0012217422293543604,0.9995308376231067
3,"['LULU', 'ENPH', 'AVGO']",0.0013502615230269342,0.9828785949132526
4,"['SBUX', 'KLAC', 'PYPL', 'WBD']",0.0015536105733365301,0.9696793330765415
4,"['QCOM', 'MELI', 'MCHP', 'EA']",0.00047540687774525457,0.886826598582528
4,"['KDP', 'ALGN', 'CSCO', 'ANSS']",0.0011713723121559133,0.94299130627227
4,"['KLAC', 'CHTR', 'COST', 'ROST']",0.0010687243570022874,0.9955180664581191
4,"['CMCSA', 'KDP', 'NXPI', 'BKNG']",0.0004788061223231085,0.9789363185136656
4,"['ALGN', 'KHC', 'CHTR', 'EXC']",0.0018247701355205116,0.9928767184038111
4,"['DDOG', 'ORLY', 'AMZN', 'GOOGL']",0.0011670598257303242,0.9708895226678286
4,"['SGEN', 'AZN', 'EXC', 'CTAS']",0.00045490609906837485,0.9293744931985858
4,"['BIIB', 'AMAT', 'GILD', 'DLTR']",0.0009646074872660735,0.9941088868397838
4,"['CSCO', 'CPRT', 'PEP', 'TXN']",0.000428694861800755,0.9897510200983347
5,"['INTU', 'ENPH', 'GOOG', 'TEAM', 'CDNS']",0.001390104857313419,0.7941177332917687
5,"['LCID', 'MU', 'CHTR', 'FAST', 'AEP']",0.0014987115104815017,0.8664553691246387
5,"['QCOM', 'DXCM', 'GOOGL', 'ZM', 'VRTX']",0.001351457681562485,0.9456476815003707
5,"['XEL', 'INTC', 'PCAR', 'MAR', 'ABNB']",0.001178979989891264,0.9875995309661805
5,"['ROST', 'CTAS', 'DDOG', 'AMAT', 'ZS']",0.0010505243133009312,0.917056110078358
5,"['XEL', 'ROST', 'AVGO', 'ABNB', 'SIRI']",0.0009128536420848159,0.9978869962758095
5,"['GOOG', 'XEL', 'NVDA', 'ILMN', 'MRVL']",0.0007530301957150465,0.9007995586220319
5,"['ORLY', 'EA', 'KHC', 'COST', 'ASML']",0.0005956729255596233,0.9992852292519195
5,"['ANSS', 'GOOG', 'ODFL', 'FAST', 'MELI']",0.0004952916537920132,0.7571623775046983
5,"['LCID', 'TEAM', 'TSLA', 'WBA', 'TMUS']",0.0017469690760243224,0.9025549836002894
6,"['KHC', 'BIIB', 'ANSS', 'WDAY', 'CDNS', 'TXN']",0.0005785008633495432,0.9065449344766671
6,"['TMUS', 'PDD', 'CTAS', 'CDNS', 'DLTR', 'MSFT']",0.0007569248107763738,0.7918781282315509
6,"['WDAY', 'MCHP', 'VRTX', 'FAST', 'MU', 'ZS']",0.0009386966909703233,0.9283774522295393
6,"['SBUX', 'TMUS', 'VRSK', 'FTNT', 'ALGN', 'QCOM']",0.0012050612131691758,0.9317752400922028
6,"['ALGN', 'ISRG', 'REGN', 'IDXX', 'MNST', 'GOOGL']",0.0012772603642329644,0.9565081223831873
6,"['FAST', 'ADSK', 'NVDA', 'EA', 'CRWD', 'FANG']",0.0010083993807635753,0.9297428505285478
6,"['PDD', 'CMCSA', 'ENPH', 'MRVL', 'CTSH', 'ADSK']",0.0019631950379579086,0.8658520404227571
6,"['MDLZ', 'GOOG', 'ORLY', 'META', 'AMAT', 'ROST']",0.0012912104857770775,0.9520994958095841
6,"['VRTX', 'AEP', 'PAYX', 'NFLX', 'MRNA', 'PANW']",0.0005978777773204863,0.8255283112618901
6,"['PEP', 'CDNS', 'KHC', 'MNST', 'DDOG', 'FTNT']",0.00043458221484739403,0.44943153053927903
