num_qubits,tickers,"s1, s2",kappa_opt,kappa_original
11,"['MCHP', 'MAR', 'SBUX', 'LULU', 'ROST', 'ABNB', 'CTAS', 'ANSS', 'NXPI', 'RIVN', 'MU']",[ 0.12243097  0.00023549 -0.00423321],91.80508173563133,40533.46945285275
11,"['PEP', 'ILMN', 'CRWD', 'JD', 'VRTX', 'LULU', 'AAPL', 'COST', 'VRSK', 'IDXX', 'PYPL']",[ 0.10023042 -0.00018874 -0.00032552],73.24738641320384,44531.81323188866
11,"['DDOG', 'LCID', 'PDD', 'CHTR', 'HON', 'FTNT', 'IDXX', 'WDAY', 'PAYX', 'SGEN', 'AZN']",[ 1.27587611e-01 -1.26918455e-04 -1.07212467e-03],93.54436530111447,40159.16894116649
12,"['MRNA', 'ABNB', 'NXPI', 'MSFT', 'GOOG', 'PEP', 'WBD', 'BIIB', 'EBAY', 'SIRI', 'REGN', 'CRWD']",[ 0.0651272   0.00012901 -0.00185718],81.0304425004313,49443.30504311919
12,"['FTNT', 'AMGN', 'MRVL', 'CTAS', 'AAPL', 'NVDA', 'INTU', 'WBD', 'KHC', 'MELI', 'BIIB', 'MNST']",[ 1.90366682e-01  1.21377417e-04 -1.47327913e-03],83.4988836423871,39296.86255830319
12,"['ABNB', 'QCOM', 'PCAR', 'ANSS', 'COST', 'TEAM', 'ADI', 'SIRI', 'ASML', 'ILMN', 'INTC', 'PAYX']",[ 2.84420332e-01  1.28405824e-04 -9.06887973e-05],73.80206653402095,38157.044043658585
12,"['ZM', 'MRVL', 'CSCO', 'FAST', 'LCID', 'MELI', 'EBAY', 'CHTR', 'ILMN', 'MDLZ', 'LRCX', 'NVDA']",[-0.14333519  0.00030592 -0.00219411],83.5722878448754,29823.490419250764
12,"['AMAT', 'MCHP', 'BIIB', 'CTSH', 'KLAC', 'NVDA', 'ISRG', 'MELI', 'NXPI', 'KDP', 'LULU', 'ODFL']",[ 1.60480000e+00 -1.12557461e-04 -1.29324217e-03],151.79105803574808,53308.72779408286
12,"['AMAT', 'WDAY', 'ALGN', 'PYPL', 'DDOG', 'MSFT', 'HON', 'INTU', 'JD', 'INTC', 'ENPH', 'SBUX']",[ 0.08095321  0.00016645 -0.0035094 ],78.55206247577759,32948.52295473668
12,"['GOOGL', 'ADBE', 'ALGN', 'PCAR', 'ASML', 'CRWD', 'ORLY', 'CSX', 'MSFT', 'AMGN', 'ZM', 'SNPS']",[-0.06011133 -0.00011948 -0.00065435],83.18395968679917,48689.55707392011
12,"['META', 'EXC', 'COST', 'PYPL', 'AEP', 'FAST', 'MCHP', 'NVDA', 'MRNA', 'KDP', 'HON', 'BKNG']",[ 6.32204327e-02  7.65414203e-05 -8.92166861e-04],137.13774563038285,84175.75254371538
12,"['COST', 'CSCO', 'RIVN', 'CSX', 'KDP', 'NVDA', 'ADP', 'AEP', 'META', 'FANG', 'VRTX', 'INTC']",[ 2.71019717e-01 -1.12433785e-04 -5.98284850e-03],69.3553698110472,40172.83492157999
12,"['HON', 'CPRT', 'ZS', 'MCHP', 'ADP', 'ZM', 'GILD', 'ORLY', 'PANW', 'EBAY', 'ADSK', 'LCID']",[-0.06670233  0.00020004 -0.00131056],73.92979889906918,35595.43809509136
13,"['HON', 'QCOM', 'XEL', 'ADSK', 'WBD', 'JD', 'FAST', 'PYPL', 'META', 'GOOG', 'GOOGL', 'PCAR', 'DXCM']",[ 3.59400455e-02 -1.83245876e-05 -2.72941453e-03],4848.69978639213,2771397.7220892194
13,"['EBAY', 'ADBE', 'CTSH', 'ENPH', 'SNPS', 'FTNT', 'FAST', 'KLAC', 'JD', 'HON', 'WBD', 'CTAS', 'PAYX']",[ 2.32894989e-01  1.33290639e-04 -2.59130099e-03],85.33319178294612,50377.469425193754
13,"['MRNA', 'AZN', 'REGN', 'MDLZ', 'PCAR', 'INTC', 'LCID', 'CPRT', 'AAPL', 'AMD', 'ADI', 'TMUS', 'ORLY']",[-0.04811644  0.00016153 -0.00165639],72.20004873395946,45678.93703946056
13,"['BKR', 'AMZN', 'MCHP', 'WBA', 'DDOG', 'MRVL', 'EA', 'LCID', 'SGEN', 'PEP', 'SIRI', 'DXCM', 'BKNG']",[-0.07192688 -0.00010893 -0.00219297],84.19905039483568,41910.08263229141
13,"['CHTR', 'LCID', 'LULU', 'AVGO', 'DXCM', 'FAST', 'ATVI', 'MSFT', 'JD', 'GOOG', 'ZM', 'AEP', 'MU']",[-0.04786333 -0.00010727 -0.00263888],97.23579509799772,51506.06343147861
13,"['MDLZ', 'ADP', 'BIIB', 'ASML', 'WBA', 'INTC', 'PANW', 'CMCSA', 'META', 'CSX', 'WDAY', 'ISRG', 'DLTR']",[ 0.06373519 -0.0002098  -0.00141979],51.224597849300686,37304.62532166917
13,"['SBUX', 'ABNB', 'MNST', 'ZS', 'COST', 'CHTR', 'MSFT', 'ALGN', 'TMUS', 'BKR', 'ANSS', 'LRCX', 'VRSK']",[ 0.05922139  0.000152   -0.00284299],71.48169077690038,40672.818694092355
13,"['PCAR', 'AZN', 'INTC', 'AMGN', 'EA', 'ADSK', 'ABNB', 'CPRT', 'QCOM', 'FAST', 'MSFT', 'TSLA', 'NFLX']",[-0.06783334 -0.0001252  -0.00277229],63.22741919523973,39801.038546470365
13,"['ATVI', 'TXN', 'KHC', 'FAST', 'CMCSA', 'ROST', 'META', 'ZM', 'ISRG', 'INTC', 'MRVL', 'QCOM', 'SBUX']",[-1.44057888e-01  1.06486377e-04 -7.46115509e-04],71.1544154073086,41307.89049856834
13,"['BKNG', 'CTSH', 'MELI', 'ILMN', 'MAR', 'RIVN', 'CSGP', 'ADSK', 'CRWD', 'TMUS', 'INTU', 'ENPH', 'ATVI']",[ 0.13475135  0.00015564 -0.00474635],79.5078613121595,30219.37582811357
14,"['PDD', 'AMGN', 'GILD', 'LULU', 'GOOGL', 'AMZN', 'MSFT', 'LCID', 'KHC', 'AEP', 'MNST', 'AZN', 'CPRT', 'CDNS']",[-9.54642831e-02 -9.70915826e-05 -2.31434164e-03],103.81915710355976,56302.270000197845
14,"['FAST', 'KLAC', 'CDNS', 'CSCO', 'TEAM', 'BKR', 'MAR', 'SGEN', 'ROST', 'CTSH', 'CRWD', 'VRTX', 'INTU', 'AMGN']",[-1.34564407e-01  1.34414601e-04 -2.29743829e-03],56.07272455125225,33586.01666880663
14,"['PCAR', 'SNPS', 'TMUS', 'CDNS', 'DXCM', 'ADP', 'TEAM', 'JD', 'LULU', 'SGEN', 'LCID', 'KDP', 'MRNA', 'FAST']",[-0.05146175  0.0001174  -0.00234541],161.54844300702572,78462.10280181817
14,"['FANG', 'CHTR', 'NXPI', 'ORLY', 'PANW', 'ADI', 'ABNB', 'PAYX', 'FTNT', 'INTC', 'PYPL', 'GILD', 'REGN', 'NFLX']",[-0.11189154  0.00012137 -0.00258451],78.42330772433756,47951.709012323794
14,"['AMAT', 'HON', 'BKNG', 'AAPL', 'ILMN', 'TMUS', 'MDLZ', 'PYPL', 'PAYX', 'ZS', 'MELI', 'SIRI', 'DLTR', 'MRVL']",[ 1.47881416e-01 -1.09981044e-04 -8.19097860e-04],116.87158689272714,53086.94005697487
14,"['IDXX', 'FAST', 'LRCX', 'COST', 'EBAY', 'MU', 'TEAM', 'MDLZ', 'PCAR', 'BKNG', 'ANSS', 'CTSH', 'ASML', 'INTU']",[-0.06068521 -0.00014748 -0.00131285],97.2476693196865,51639.22042419752
14,"['KHC', 'DLTR', 'META', 'ALGN', 'MDLZ', 'RIVN', 'NVDA', 'ENPH', 'XEL', 'GOOGL', 'ANSS', 'EA', 'AEP', 'PYPL']",[-3.57935203e-02 -9.86594887e-05 -2.87050139e-03],423.2206985374989,193452.93003256284
14,"['MU', 'INTC', 'FTNT', 'FAST', 'CTAS', 'SNPS', 'AMAT', 'GOOGL', 'COST', 'PDD', 'ASML', 'PYPL', 'WBA', 'CMCSA']",[ 2.65782289e-01  2.10083652e-04 -2.02763547e-03],90.16977609132711,44308.101492419555
