num_qubits,tickers,acc
6,"['ZM', 'WBD', 'ADSK', 'GOOG', 'SIRI', 'TSLA']",0.6239673968733258
6,"['AAPL', 'NVDA', 'TXN', 'CSGP', 'LCID', 'REGN']",0.7324126997425255
6,"['ALGN', 'CPRT', 'BKR', 'WBA', 'PDD', 'EA']",0.6295356529813361
6,"['CTAS', 'CMCSA', 'NVDA', 'HON', 'KLAC', 'AMD']",0.5203543562222739
6,"['SBUX', 'AAPL', 'COST', 'CSCO', 'CSX', 'LRCX']",0.03347289781569817
6,"['ZM', 'TEAM', 'SGEN', 'DDOG', 'LCID', 'CHTR']",0.79058254886508
8,"['MNST', 'FTNT', 'WDAY', 'BKNG', 'ROST', 'SGEN']",0.9051294010488398
8,"['ROST', 'EXC', 'PYPL', 'VRTX', 'AVGO', 'CDNS']",0.8620104572029232
8,"['ATVI', 'ODFL', 'ANSS', 'INTC', 'GOOG', 'KLAC']",0.9144758841510198
8,"['ADP', 'AMGN', 'FTNT', 'META', 'GOOG', 'AMD']",0.7896844115395941
8,"['ZS', 'ISRG', 'AEP', 'SNPS', 'TXN', 'ZM']",0.7203568526604888
8,"['MSFT', 'ATVI', 'ROST', 'PEP', 'SIRI', 'SGEN']",0.8770486832924637
8,"['NFLX', 'MRNA', 'ABNB', 'ZM', 'AEP', 'FAST']",0.6332812770305016
8,"['AVGO', 'EA', 'LULU', 'META', 'EXC', 'INTC']",0.7083186888058396
8,"['NVDA', 'MRVL', 'TMUS', 'BKR', 'FAST', 'ZM']",0.6284048436627756
8,"['ROST', 'REGN', 'AVGO', 'CPRT', 'CSX', 'PAYX']",0.918139653063732
8,"['MCHP', 'COST', 'PEP', 'MELI', 'WDAY', 'AVGO']",0.6531597617447431
8,"['MU', 'GOOGL', 'ADI', 'ASML', 'MAR', 'RIVN']",0.5575478469622104
8,"['PEP', 'CHTR', 'GOOGL', 'MELI', 'FANG', 'INTU']",0.8023937439204385
8,"['AVGO', 'ASML', 'ROST', 'ATVI', 'VRTX', 'SGEN']",0.8678431841225337
8,"['ZM', 'WBD', 'ADSK', 'GOOG', 'SIRI', 'TSLA']",0.8357164161713
8,"['AAPL', 'NVDA', 'TXN', 'CSGP', 'LCID', 'REGN']",0.7625140264044036
8,"['ALGN', 'CPRT', 'BKR', 'WBA', 'PDD', 'EA']",0.7711465031396223
8,"['CTAS', 'CMCSA', 'NVDA', 'HON', 'KLAC', 'AMD']",0.8152341057602771
8,"['SBUX', 'AAPL', 'COST', 'CSCO', 'CSX', 'LRCX']",0.838535859890616
8,"['ZM', 'TEAM', 'SGEN', 'DDOG', 'LCID', 'CHTR']",0.8903981983895654
10,"['MNST', 'FTNT', 'WDAY', 'BKNG', 'ROST', 'SGEN']",0.94474908152975
10,"['ROST', 'EXC', 'PYPL', 'VRTX', 'AVGO', 'CDNS']",0.8784298626002961
10,"['ATVI', 'ODFL', 'ANSS', 'INTC', 'GOOG', 'KLAC']",0.953997546160517
10,"['ADP', 'AMGN', 'FTNT', 'META', 'GOOG', 'AMD']",0.7993862477234858
10,"['ZS', 'ISRG', 'AEP', 'SNPS', 'TXN', 'ZM']",0.7940560264241966
10,"['MSFT', 'ATVI', 'ROST', 'PEP', 'SIRI', 'SGEN']",0.9153052734162206
10,"['NFLX', 'MRNA', 'ABNB', 'ZM', 'AEP', 'FAST']",0.6721141569847321
10,"['AVGO', 'EA', 'LULU', 'META', 'EXC', 'INTC']",0.7828507261883882
10,"['NVDA', 'MRVL', 'TMUS', 'BKR', 'FAST', 'ZM']",0.659192414184219
10,"['ROST', 'REGN', 'AVGO', 'CPRT', 'CSX', 'PAYX']",0.9327867113599188
