LABELS,LABELS_predicted
0.673241584551603,0.6783841489742755
1.751829647348764,1.6443508589274902
0.5330150766290693,0.5530199535127491
1.573497947448768,1.4672405121803571
0.23446202614433237,0.3468598672165424
1.340827083010445,1.2203087820823466
6.750320770024092,6.70227194761971
0.34324235598722436,0.44866201271338113
0.7154823290570881,0.689525304709727
2.1641532229175002,2.1609523674810145
3.3923237467030374,3.5521646677187455
0.9711569656116047,0.9038907750277416
1.91327316012636,1.8281982522973574
3.975353899238493,4.174170005332684
0.8630241185116638,0.8196903259684589
0.3281624806443626,0.5021665258969286
0.3341766340663168,0.4926644122836725
1.4428037373771752,1.325569574502698
2.980127416954364,3.0808115435507353
0.9150673935256933,0.8531723757914254
0.829185936600745,0.7594416401153858
2.3045380910219424,2.2868062987543794
0.5577153917463749,0.5588033816062556
5.333206232866792,5.387061340207486
1.2505056592497406,1.1528102236282276
5.122434261752106,5.184078941053748
1.2368607606021054,1.12237831764606
1.3562217955000686,1.246983930637466
1.6528325804755577,1.5978367252952403
1.693398204435752,1.581714953132936
1.693397701552823,1.581714435106376
0.8888639606364591,0.8279435691460142
0.8847960979110783,0.8251233985759336
1.879629141840931,1.8068930845504814
3.618909143296658,3.7866242563147336
1.0672447612784186,0.9710436882863127
1.7949047687593689,1.695194265836312
0.81959005071903,0.7844531278607074
1.7992156003523245,1.7057287419078473
2.2529692441761524,2.232125838635692
1.3959884710506818,1.295754786864415
0.2561116975164118,0.47545143561173564
2.780877436201788,2.83904918244288
1.9337354915118736,1.8517561794564963
1.628314468763166,1.5307634996610289
0.21296548886070246,0.29435417950001774
6.729413795857623,6.735562434488431
2.0520071979636474,1.9882004192105516
2.0182359511290078,1.968118669454733
0.6150728342091695,0.6156982320902711
3.1329802405313054,3.2661784904309177
1.555536469648384,1.4563885164338193
0.8706110033851442,0.800264384581836
1.6676424665687768,1.5540689281218873
0.492408953640278,0.5522817175703896
1.8828201513733536,1.8016520453783258
1.1173235519277014,1.0159340287901384
3.5672923347502628,3.5586584895139324
0.9619919269859447,0.882399986721393
0.4678716493970857,0.5322085134901879
0.47280240642856797,0.5244840168206024
1.1151123418951172,1.0169983084307694
0.8661365859973342,0.8129500039890858
1.6044073514238202,1.4907902054664874
0.5130103887531843,0.5540121731893173
0.9403845937463298,0.8625018761866503
0.9017807430812437,0.8408065176443369
2.2903990622156094,2.267311953794883
0.7074172494078398,0.7325218906563213
1.776752014607704,1.660457163306427
0.5991083580437983,0.6829271982342151
1.5907519949767708,1.4793453319338674
0.22911221707599438,0.39351015739102824
1.3719271922403702,1.2523240785462586
6.835745271218645,6.707472085274665
0.41840136683309387,0.5243283585138396
0.7531205520716769,0.748420893784973
2.320908394452783,2.3015041470229285
3.399056640949664,3.544197864842887
0.9326927164537091,0.8674244014221646
1.929673628755013,1.8349889209864614
3.9738805590837485,4.162563551441649
0.9726639666481707,0.9206292060407222
0.33213254159258115,0.5457085218770841
0.3410210065363701,0.5388767119359446
1.4760597850105865,1.3560544257572786
2.9831602846618734,3.070315837766142
